Review_ID;Sentence_ID;Sentence;Aspect;Sentiment;Aspect_ID;Sentiment_ID
1888;209;deket dari stasiun tugu jogja;location;pos;1;1
1888;210;hotel bersih;service;pos;2;1
1888;211;strategis;location;pos;1;1
1888;212;breakfast lengkap banyak menarik enak;service;pos;2;1
1888;213;dekat juga kalau mao ke malioboro;location;pos;1;1
1889;214;Harga ckup tinggi untuk kamar 1 kamr tidur dan sofa dgn ukuran ruangan g bgtu besar;service;neg;2;0
1889;215;mgkin krn lokasi deket malioboro jd hrga ckup tinggi;location;neg;1;0
1889;216;untuk pelayanan top banget mulai dari parkir smpai resepsionis;service;pos;2;1
1890;217;Lokasi hotel strategis karena berdekatan dengan Jalan Malioboro dan Stasiun Tugu Yogyakarta;location;pos;1;1
1890;218;Parkiran mobil cukup nyaman namun bagi pengendara motor;facilities;pos;3;1
1890;219;tempat parkirnya terbatas;facilities;neg;3;0
1891;220;Kamar bersih;room;pos;0;1
1891;221;deket banget dengan pusat kota ( 5 langkah saja ke malioboro):-D;location;pos;1;1
1891;222;sarapan enak dan variatif;service;pos;2;1
1891;223;ada sky lounge yg keren bisa lihat kota jogja dari ketinggian;facilities;pos;3;1
1891;224;staff ramah dan responsif;service;pos;2;1
1892;225;Pelayanan bagus;service;pos;2;1
1892;226;lokasi strategis;location;pos;1;1
1892;227;fasilitasnya lengkap;facilities;pos;3;1
1892;228;makanannya enak;service;pos;2;1
1892;229;kamarnya bersih;room;pos;0;1
1892;230;stafnya ramah;service;pos;2;1
1893;231;makanan beragam;service;pos;2;1
1893;232;lokasi strategis;location;pos;1;1
1893;233;hanya tidak ada handuk kecil dan handuknya bau karena tidak kering setelah dicuci;facilities;neg;3;0
1893;234;dan warna handuknya kuning -kuning;facilities;neg;3;0
1893;235;wastafelnya airnya kemana mana jadi basah;facilities;neg;3;0
1893;236;tidak ada handuk kecil untuk melap samping-samping wastafel;facilities;neg;3;0
1894;237;Hotel nya nyaman dengan staff yang sangat ramah dan membantu;service;pos;2;1
1894;238;sarapan nya enak dan banyak pilihan menu dilengkapi dengan kolam renang dan mushola jika ingin sholat berjamaah;service;pos;2;1
1895;239;penerangan di kamar kurang terang;room;neg;0;0
1895;240;staff ramah dan anak anak juga betah;service;pos;2;1
1896;241;Handuknya agak kusam dan berbau;facilities;neg;3;0
1896;242;Lokasi hotel ini bagus;location;pos;1;1
1896;243;Sarapannya kurang bervariasi;service;neg;2;0
1898;244;rekomendasi untuk yang sedang berlibur bersama keluarga atau pasangan ke yogyakarta karena lokasi yang strategis dekat dengan malioboro;location;pos;1;1
1898;245;kamar sangat nyaman dan makanannya banyak variasi (rasanya uwenak tenan);service;pos;2;1
1899;246;Lokasi cukup strategis;location;pos;1;1
1899;247;dekat dengan jalan malioboro dan jarak ke bandara juga tidak terlalu jauh;location;pos;1;1
1899;248;Space kamar dan kamar mandi lumayan luas;room;pos;0;1
1899;249;furniture-nya lengkap;facilities;pos;3;1
1899;250;Hari pertama sprei dan selimut berdebu;facilities;neg;3;0
1899;251;Handuknya dekil dan berbau apek;facilities;neg;3;0
1899;252;Karpet di lorong kamar baunya tidak sedap;facilities;neg;3;0
1899;253;pilihan makanan bervariasi dan rasanya lumayan enak;service;pos;2;1
1901;254;Bersih dan nyaman;service;pos;2;1
1901;255;Pelayanan resepsionisnya juga oke;service;pos;2;1
1901;256;Lokasinya deket banget sama Stasiun Tugu dan Malioboro;location;pos;1;1
1901;257;menu breakfastnya juga termasuk banyak banget variasinya dan enak enak;service;pos;2;1
1902;258;petugas hotel ramah2 dan sangat membantu;service;pos;2;1
1902;259;mushola dan toiletnya bersih;facilities;pos;3;1
1903;260;Hotelnya strategis gampang mau kemana-mana;location;pos;1;1
1903;261;Banyak pilihan makanan juga saat sarapan pagi dan enak-enak;service;pos;2;1
1904;262;pelayanannya pun cepat dan cekatan;service;pos;2;1
1904;263;orangnya juga ramah-ramah;service;pos;2;1
1904;264;apa yang dibutuhkan oleh customer mereka sigap membantu;service;pos;2;1
1905;265;cleanliness and  value excellent;service;pos;2;1
1905;266;Strategic location between tugu station and malioboro street;location;pos;1;1
1905;267;Room was very good;room;pos;0;1
1905;268;Fasilitas hotel juga oke banget;facilities;pos;3;1
1906;269;Lokasi straregis;location;pos;1;1
1906;270;breakfast enak2 dan lengkap;service;pos;2;1
1906;271;Luas kamar untuk kelas superior cenderung kurang luas;room;neg;0;0
1906;272;Staffnya ramah2 dan cekatan jika kita membutuhkan sesuatu;service;pos;2;1
1907;273;Staff sangat bersahabat;service;pos;2;1
1907;274;dan kualitas istrahat sngat bagus dan maknan snagat bervariasi;service;pos;2;1
1907;275;kebersihan sangat terjaga dan sangat membantu sekali;service;pos;2;1
1907;276;secara keseluruhan sangat puas dengan layanan dari hotel neo;service;pos;2;1
1908;277;Lokasinya lumayan strategis;location;pos;1;1
1908;278;dekat stasiun dan malioboro;location;pos;1;1
1908;279;Menu sarapan tdk bervariasi jd agak ngebosenin;service;neg;2;0
1908;280;kamar brsh;room;pos;0;1
1909;281;Hotel dekat sekali dengan stasiun yogyakarta;location;pos;1;1
1909;282;dekat dengan malioboro jg bs diakses dengan berjalan kaki 3 menit;location;pos;1;1
1909;283;untuk pemesanan makanan restoran hotel sangat cepat;service;pos;2;1
1909;284;enak dan harganya terjangkau;service;pos;2;1
1909;285;untuk kamar kurang merasakan privasi;room;neg;0;0
1910;286;ke malioboro hanya jalan kaki;location;pos;1;1
1910;287;mendapat kamar paling ujung 523 sehingga wifi sangat lemah;facilities;neg;3;0
1910;288;kolam renang cukup baik terdapat kolam anak;facilities;pos;3;1
1910;289;dan yang menyenangkan sarapannya;service;pos;2;1
1910;290;variasinya banyak;service;pos;2;1
1910;291;rasa enak;service;pos;2;1
1910;292;goreng pisang)  jusnya kental bukan abal2;service;pos;2;1
1911;293;lokasi sangat strategis;location;pos;1;1
1911;294;dekat ke stasiun & malioboro;location;pos;1;1
1911;295;pilihan menu breakfast banyak;service;pos;2;1
1911;296;pencahayaan kamar dibuat lebih terang;room;pos;0;1
1912;297;Kamarnya nyaman;room;pos;0;1
1912;298;toilet bersih;room;pos;0;1
1912;299;staff ramah;service;pos;2;1
1912;300;lokasi strategis;location;pos;1;1
1913;301;Hotel dengan lokasi yang strategis (dekat dengan stasiun tugu dan malioboro)Pelayanan ramah;location;pos;1;1
1913;302;makanan enak dan variatif;service;pos;2;1
1913;303;kebersihan okFasilitas cukup lengkap dan ada mini market;facilities;pos;3;1
1914;304;Jarak dekat dari stasiun Tugu & Malioboro;location;pos;1;1
1914;305;dan kamarnya nyaman;room;pos;0;1
1914;306;tapi sky lounge nya kurang besar Saat mau ke pool;facilities;neg;3;0
1915;307;staf ramah dan sangat helpfullkamar nyaman cukup luas apalagi kami menggunakan ekstra bedlokasi sangat strategis;service;pos;2;1
1915;308;dekat sekali dengan stasiun kereta kalo butuh jajan atau keperluan lain keluar hotel lgs liat yg dibutuhkanbreakfast juga sangat bervariasi dengan rasa yg enak semua;location;pos;1;1
1916;309;Hotel nya bagus  Sarapannya enak Berbagai varian Kamar nya bersih;service;pos;2;1
1916;310;pelayanan FO ramah Check in nya cepat lagi Mau ke malioboro deket Mau ke stasiun juga deket Cocok bgt buat liburan keluarga Hotel favorit pokoknya;service;pos;2;1
1917;311;lokasi strategis;location;pos;1;1
1917;312;harga cukup baik;service;pos;2;1
1918;313;Untuk keamanan pengguna juga bagus;service;pos;2;1
1918;314;Untuk faktor keselamatan juga bagus;service;pos;2;1
1919;315;Hotel yang menjadi favorit saya setiap kali ke yogyakarta adalah Hotel NeoJaraknya yang dekat dengan pusat oleh-oleh malioboro sehingga saya hanya cukup berjalan kaki saja untuk mencapai pusat oleh-oleh tersebut;location;pos;1;1
1919;316;sarapan pagi yang bervariasi dengan banyak pilihan menunyapetugas yang ramah dan membantu jika kami ada kesulitanuntuk mencari makan tidak sulit karena disekitaran hotel tersebut banyak pedagang-pedagang makanan tersebar baik kaki lima maupun di dalam gedung (kafe-kafe;service;pos;2;1
1920;317;Kamar yang bersih;room;pos;0;1
1920;318;lokasi yang strategi;location;pos;1;1
1920;319;dan makanan yg bervariasi serta enak;service;pos;2;1
1920;320;Semoga hotel neo selalu memberikan pelayanan yang terbaik dan harga promo;service;pos;2;1
1921;321;pelayanan yang sangat ramah;service;pos;2;1
1921;322;bersih;service;pos;2;1
1921;323;dekat dengan pusat kota;location;pos;1;1
1921;324;dekat dengan stasiun;location;pos;1;1
1921;325;tempat yang sangat mudah di jangkau sekalipun menggunakan transportasi umum;location;pos;1;1
1922;326;Hotel yang lokasinya sangat strategis;location;pos;1;1
1922;327;bersih dan nyaman;service;pos;2;1
1922;328;makanannya juga enak-enak;service;pos;2;1
1923;329;Lokasi yg strategis;location;pos;1;1
1923;330;dekat stasiun dan Malioboro;location;pos;1;1
1923;331;fasilitas yg oke;facilities;pos;3;1
1923;332;kamar yang bersih;room;pos;0;1
1923;333;dekat dengan travel agent kami;location;pos;1;1
1924;334;yaitu dekat stasiun dan dapat menitip barang hingga malam (padahal dah lewat waktu check out;service;pos;2;1
1925;335;NEO hotel adalah salah satu hotel yang stragetis;location;pos;1;1
1925;336;dan tidak jauh dari malioboro;location;pos;1;1
1925;337;Makanannya enak dan sangat variatif sekali;service;pos;2;1
1925;338;staff restauran juga tanggap dan cekatan;service;pos;2;1
1926;339;Makanan sangat variatif dan enak;service;pos;2;1
1926;340;Lokasi yg dekat jalan Malioboro memudahkan menuju lokasi dengan jalan kaki;location;pos;1;1
1927;341;location near at malioboro and station tugu yogyakarta 3 minutes;location;pos;1;1
1927;342;good service room;service;pos;2;1
1927;343;good food breakfast;service;pos;2;1
1927;344;hotel ini paling rekomend karena dekat sekali dari stasiun tugu hanya jalan kaki dan ke malioboro hanya 3 menit;location;pos;1;1
1927;345;fasilitas kamar lengkap hair dryer;facilities;pos;3;1
1927;346;bed yang besar;facilities;pos;3;1
1927;347;shower dan perlengkapan mandi lengkap;facilities;pos;3;1
1928;348;sangat dekat dengan stasiun tugu dan malioboro;location;pos;1;1
1928;349;kamar luas dan sangat nyaman;room;pos;0;1
1928;350;tempat tidur lebar;room;pos;0;1
1929;351;tp pelayanannya maupun kenyamanannya sudah cukup menurut sy;service;pos;2;1
1929;352;Makan pagi nya pun sangat bervariasi cukup enak dan nikmat;service;pos;2;1
1929;353;lokasi hotel ini sangat deket ke malioboro n stasiun Tugu Yogyakarta;location;pos;1;1
1929;354;terasa kamar nya luas…;room;pos;0;1
1930;355;Tempat yang bagus untuk menginap di pusat kota Yogyakarta;location;pos;1;1
1930;356;dekat dengan stasiun kereta;location;pos;1;1
1930;357;Harga yang terjangkau;service;pos;2;1
1930;358;pelayanan yang baik;service;pos;2;1
1930;359;memiliki fasilitas memadai (swimming pool;facilities;pos;3;1
1930;360;sky lounge) makanan yang bervariasi;service;pos;2;1
1931;361;"yang menang dari hotel ini lokasi strategis depan depanan stasiun tugu dan di lokasi ""sarkem"" ehem yang tau aja hahah";location;pos;1;1
1931;362;ntaffff kaya macem paket lengkap kuenya buanyak dan variatif dan baru kali ini nemuin hotel yang ad live juice cornernya;service;pos;2;1
1933;363;Dari lobby kita di sambut salam oleh worker yg sangat ramah dan lobbynya juga interiornya bagus dan cukup luas serta di sediai free welcome drink  di resepsionis juga unique coz yg cewe pake wig blonde dan cowo pake topi coboy;service;pos;2;1
1933;364;parkiran motor dan mobil cukup lega;facilities;pos;3;1
1933;365;dan masuk ke dlm ruangan speechless kamarnya cukup luas dekorasi minimalis dg aksen jawa sedikit;room;pos;0;1
1933;366;AC juga dingin;facilities;pos;3;1
1933;367;tempat tidur nyaman dan kurangnya bising karena pas seberang stasiun tugu/pasar kembang;room;pos;0;1
1933;368;ke malioboro juga dekat tinggal naik becak aja;location;pos;1;1
1934;369;suasana dan kamar bersih;room;pos;0;1
1934;370;pelayanan sopan dan baik;service;pos;2;1
1934;371;makanan pun enak;service;pos;2;1
1934;372;sayang internet yang super lambat;facilities;neg;3;0
1934;373;dan akan sangat mengecewakan bila hotel sebagus ini internetnya lambat;facilities;neg;3;0
1935;374;letak strategis dekat dengan stasiun dan titik wisata jogja;location;pos;1;1
1936;375;Hotel yg letaknya sangat strategis di jogja;location;pos;1;1
1936;376;sarapannya variatif dan enak;service;pos;2;1
1936;377;staffnya ramah dan sangat membantu;service;pos;2;1
1936;378;Sy suka design kamar hotelnya yg simple modern dan minimalis;room;pos;0;1
1937;379;Hanya waktu check in & check out saja yg tidak fleksible;service;neg;2;0
1937;380;Kolam renang walau kecil tp ok;facilities;pos;3;1
1937;381;bersih n good view;room;pos;0;1
